weights,w_XGBoost,w_LightGBM,w_CatBoost,w_MLP,w_LSTM,mae,rmse,r2,smape
"{""XGBoost"": 0.5, ""LightGBM"": 0.15000000000000002, ""CatBoost"": 0.0, ""MLP"": 0.0, ""LSTM"": 0.35000000000000003}",0.5,0.15000000000000002,0.0,0.0,0.35000000000000003,6.017658669394587,8.75915010351496,0.9795400644498808,15.252184076588888
"{""XGBoost"": 0.35000000000000003, ""LightGBM"": 0.35000000000000003, ""CatBoost"": 0.0, ""MLP"": 0.0, ""LSTM"": 0.30000000000000004}",0.35000000000000003,0.35000000000000003,0.0,0.0,0.30000000000000004,6.018930061588101,9.091555639708359,0.9779577093065597,14.779058416844896
"{""XGBoost"": 0.5, ""LightGBM"": 0.1, ""CatBoost"": 0.0, ""MLP"": 0.1, ""LSTM"": 0.30000000000000004}",0.5,0.1,0.0,0.1,0.30000000000000004,6.0189417621807975,8.901531557397082,0.9788694989441652,15.338326876098588
"{""XGBoost"": 0.55, ""LightGBM"": 0.05, ""CatBoost"": 0.05, ""MLP"": 0.05, ""LSTM"": 0.30000000000000004}",0.55,0.05,0.05,0.05,0.30000000000000004,6.019014466390718,8.965974097861071,0.9785624434272326,15.123405824217073
"{""XGBoost"": 0.75, ""LightGBM"": 0.1, ""CatBoost"": 0.0, ""MLP"": 0.0, ""LSTM"": 0.15000000000000002}",0.75,0.1,0.0,0.0,0.15000000000000002,6.019268332655703,9.528887839408492,0.9757860994781875,14.061444326779185
"{""XGBoost"": 0.65, ""LightGBM"": 0.1, ""CatBoost"": 0.05, ""MLP"": 0.0, ""LSTM"": 0.2}",0.65,0.1,0.05,0.0,0.2,6.019533162961151,9.4152977689663,0.9763599471615251,14.526441786944467
"{""XGBoost"": 0.55, ""LightGBM"": 0.15000000000000002, ""CatBoost"": 0.05, ""MLP"": 0.0, ""LSTM"": 0.25}",0.55,0.15000000000000002,0.05,0.0,0.25,6.021082068624587,9.231591817741622,0.9772734500998801,14.801045193801365
"{""XGBoost"": 0.6000000000000001, ""LightGBM"": 0.1, ""CatBoost"": 0.05, ""MLP"": 0.05, ""LSTM"": 0.2}",0.6000000000000001,0.1,0.05,0.05,0.2,6.022339341819777,9.418103176640336,0.976345857354125,14.644173228916966
"{""XGBoost"": 0.65, ""LightGBM"": 0.0, ""CatBoost"": 0.05, ""MLP"": 0.0, ""LSTM"": 0.30000000000000004}",0.65,0.0,0.05,0.0,0.30000000000000004,6.023024996202089,8.950357638337842,0.9786370559971324,15.060446631553736
"{""XGBoost"": 0.4, ""LightGBM"": 0.2, ""CatBoost"": 0.0, ""MLP"": 0.05, ""LSTM"": 0.35000000000000003}",0.4,0.2,0.0,0.05,0.35000000000000003,6.023508846699438,8.791544319580906,0.9793884494733573,15.20970984906851
"{""XGBoost"": 0.5, ""LightGBM"": 0.15000000000000002, ""CatBoost"": 0.05, ""MLP"": 0.05, ""LSTM"": 0.25}",0.5,0.15000000000000002,0.05,0.05,0.25,6.02436705875507,9.234510340449463,0.9772590780526983,14.813002541892143
"{""XGBoost"": 0.5, ""LightGBM"": 0.1, ""CatBoost"": 0.05, ""MLP"": 0.05, ""LSTM"": 0.30000000000000004}",0.5,0.1,0.05,0.05,0.30000000000000004,6.026204713508931,9.00353310338602,0.9783824608047784,15.07635247179048
"{""XGBoost"": 0.6000000000000001, ""LightGBM"": 0.05, ""CatBoost"": 0.05, ""MLP"": 0.0, ""LSTM"": 0.30000000000000004}",0.6000000000000001,0.05,0.05,0.0,0.30000000000000004,6.0275157966181485,8.977530494065157,0.9785071453517709,15.080689027736685
"{""XGBoost"": 0.30000000000000004, ""LightGBM"": 0.35000000000000003, ""CatBoost"": 0.0, ""MLP"": 0.05, ""LSTM"": 0.30000000000000004}",0.30000000000000004,0.35000000000000003,0.0,0.05,0.30000000000000004,6.0275312748193794,9.104512384887283,0.9778948378107508,14.882479244173632
"{""XGBoost"": 0.7000000000000001, ""LightGBM"": 0.1, ""CatBoost"": 0.0, ""MLP"": 0.05, ""LSTM"": 0.15000000000000002}",0.7000000000000001,0.1,0.0,0.05,0.15000000000000002,6.0292189218988055,9.531915543130557,0.9757707096100074,14.503904373373663
"{""XGBoost"": 0.5, ""LightGBM"": 0.25, ""CatBoost"": 0.0, ""MLP"": 0.05, ""LSTM"": 0.2}",0.5,0.25,0.0,0.05,0.2,6.029290825930212,9.408734739218534,0.9763928927569265,14.523495294506919
"{""XGBoost"": 0.45, ""LightGBM"": 0.2, ""CatBoost"": 0.0, ""MLP"": 0.0, ""LSTM"": 0.35000000000000003}",0.45,0.2,0.0,0.0,0.35000000000000003,6.0304630690475465,8.797964753997599,0.9793583333923809,15.197395332551839
"{""XGBoost"": 0.6000000000000001, ""LightGBM"": 0.15000000000000002, ""CatBoost"": 0.05, ""MLP"": 0.0, ""LSTM"": 0.2}",0.6000000000000001,0.15000000000000002,0.05,0.0,0.2,6.0305672339201415,9.456242548085488,0.9761538907152512,14.52195118422765
